,Unnamed: 0,Cantidad de caracter√≠sticas,Caracteristicas modelo,Puntaje (Sales_rmspe),Num_Corrida
123,3,45,"['CompetitionMonthsOpen', 'Week', 'StateHoliday', 'PromoInterval', 'StateHoliday_bool_fw', 'Promo_bw', 'Close_bool_fw', 'StoreType', 'DayOfWeek', 'Promo2', 'Close_bool_bw', 'SchoolHoliday_fw', 'Promo_fw', 'Promo2SinceWeek', 'Day', 'Events', 'Promo2Weeks', 'SchoolHoliday', 'SchoolHoliday_bw', 'State', 'CompetitionOpenSinceYear', 'Store', 'Promo', 'Month', 'Year', 'BeforeClose_bool', 'Min_Humidity', 'Mean_Humidity', 'Min_TemperatureC', 'Mean_TemperatureC', 'StateHoliday_bool', 'trend', 'CompetitionDistance', 'AfterSchoolHoliday', 'trend_DE', 'AfterStateHoliday_bool', 'BeforeStateHoliday_bool', 'Max_Humidity', 'AfterPromo', 'BeforeSchoolHoliday', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo']",0.142793670296669,11
70,4,30,"['CompetitionMonthsOpen', 'SchoolHoliday_bw', 'Week', 'StoreType', 'Store', 'StateHoliday_bool_fw', 'StateHoliday_bool_bw', 'Month', 'DayOfWeek', 'Promo_fw', 'StateHoliday', 'Promo2', 'Promo', 'BeforeClose_bool', 'Max_TemperatureC', 'trend', 'Min_TemperatureC', 'CompetitionDistance', 'Max_Humidity', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'CloudCover', 'AfterStateHoliday_bool', 'trend_DE', 'BeforePromo', 'StateHoliday_bool', 'Max_Wind_SpeedKm_h']",0.14286868274211886,5
136,7,23,"['StateHoliday_bool_bw', 'Promo2SinceYear', 'Promo', 'State', 'SchoolHoliday_fw', 'Store', 'SchoolHoliday_bw', 'Week', 'DayOfWeek', 'StoreType', 'Month', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Precipitationmm', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'trend_DE', 'Min_Humidity', 'CloudCover', 'CompetitionDistance', 'Mean_Wind_SpeedKm_h']",0.14296506345272064,12
56,8,45,"['Assortment', 'State', 'Promo_fw', 'CompetitionOpenSinceYear', 'Promo2SinceYear', 'Store', 'StateHoliday_bool_bw', 'SchoolHoliday', 'StateHoliday', 'CompetitionMonthsOpen', 'Promo_bw', 'Events', 'StoreType', 'DayOfWeek', 'Close_bool_fw', 'Week', 'StateHoliday_bool_fw', 'Promo2', 'Promo2Weeks', 'Day', 'PromoInterval', 'Close_bool_bw', 'Month', 'Year', 'AfterSchoolHoliday', 'AfterPromo', 'trend_DE', 'trend', 'BeforeClose_bool', 'Mean_Humidity', 'StateHoliday_bool', 'CompetitionDistance', 'Max_Humidity', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'BeforeStateHoliday_bool', 'AfterClose_bool', 'CloudCover', 'Max_TemperatureC', 'Min_Humidity', 'BeforeSchoolHoliday', 'Min_TemperatureC']",0.14315016567707062,3
127,7,44,"['StateHoliday_bool_bw', 'Store', 'Close_bool_bw', 'Promo2SinceYear', 'Promo_fw', 'StoreType', 'CompetitionOpenSinceYear', 'Day', 'SchoolHoliday_fw', 'PromoInterval', 'SchoolHoliday_bw', 'SchoolHoliday', 'Week', 'Promo_bw', 'Events', 'Promo2Weeks', 'Month', 'StateHoliday_bool_fw', 'Promo2', 'Year', 'DayOfWeek', 'Promo', 'CompetitionMonthsOpen', 'StateHoliday', 'State', 'AfterSchoolHoliday', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Mean_TemperatureC', 'Min_TemperatureC', 'Min_Humidity', 'BeforePromo', 'StateHoliday_bool', 'trend_DE', 'Max_Wind_SpeedKm_h', 'CloudCover', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'Max_TemperatureC', 'AfterPromo', 'trend', 'Precipitationmm', 'Mean_Humidity', 'Mean_Wind_SpeedKm_h']",0.14325538277626038,11
137,8,25,"['StateHoliday_bool_bw', 'Promo2SinceYear', 'Promo', 'State', 'SchoolHoliday_fw', 'Store', 'SchoolHoliday_bw', 'Week', 'DayOfWeek', 'StoreType', 'Month', 'Max_Humidity', 'AfterPromo', 'BeforeSchoolHoliday', 'CompetitionDistance', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Max_TemperatureC', 'Precipitationmm', 'AfterClose_bool', 'BeforePromo', 'trend_DE', 'Max_Wind_SpeedKm_h']",0.14349830150604248,12
46,7,40,"['Year', 'PromoInterval', 'Promo', 'Week', 'StateHoliday', 'Promo_fw', 'StateHoliday_bool_bw', 'Promo_bw', 'Close_bool_bw', 'Month', 'Promo2SinceYear', 'DayOfWeek', 'Close_bool_fw', 'Assortment', 'SchoolHoliday', 'SchoolHoliday_bw', 'State', 'Promo2SinceWeek', 'Day', 'Events', 'Promo2Weeks', 'CompetitionOpenSinceYear', 'StoreType', 'StateHoliday_bool_fw', 'Store', 'Promo2', 'AfterSchoolHoliday', 'Mean_Humidity', 'CloudCover', 'BeforePromo', 'Min_Humidity', 'Max_Humidity', 'BeforeClose_bool', 'trend', 'CompetitionDistance', 'AfterPromo', 'BeforeSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'AfterStateHoliday_bool']",0.1436040997505188,2
17,17,36,"['Promo2Weeks', 'Week', 'CompetitionMonthsOpen', 'Store', 'Close_bool_bw', 'Events', 'Assortment', 'CompetitionOpenSinceYear', 'SchoolHoliday', 'Promo_bw', 'Promo', 'Year', 'Day', 'StateHoliday_bool_bw', 'StoreType', 'Close_bool_fw', 'StateHoliday', 'State', 'Promo2SinceWeek', 'Promo_fw', 'Month', 'Promo2', 'Promo2SinceYear', 'SchoolHoliday_fw', 'PromoInterval', 'StateHoliday_bool_fw', 'trend_DE', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'Max_Humidity', 'Min_TemperatureC', 'trend', 'Precipitationmm', 'Min_Humidity', 'BeforeSchoolHoliday', 'StateHoliday_bool']",0.1437060534954071,0
41,2,39,"['Store', 'Promo_bw', 'CompetitionMonthsOpen', 'Promo2SinceYear', 'Promo', 'StateHoliday', 'StateHoliday_bool_fw', 'Close_bool_fw', 'Assortment', 'Promo2SinceWeek', 'Promo_fw', 'Year', 'Day', 'Promo2', 'SchoolHoliday_fw', 'Promo2Weeks', 'State', 'Events', 'SchoolHoliday', 'PromoInterval', 'AfterSchoolHoliday', 'BeforePromo', 'Mean_Wind_SpeedKm_h', 'BeforeSchoolHoliday', 'BeforeStateHoliday_bool', 'trend_DE', 'Mean_Humidity', 'Max_Humidity', 'Max_TemperatureC', 'Precipitationmm', 'trend', 'AfterPromo', 'Mean_TemperatureC', 'Min_Humidity', 'Min_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeClose_bool', 'CompetitionDistance', 'AfterStateHoliday_bool']",0.144094318151474,2
93,0,42,"['CompetitionOpenSinceYear', 'Day', 'StateHoliday_bool_bw', 'Promo2', 'StateHoliday_bool_fw', 'PromoInterval', 'Month', 'Promo2SinceYear', 'Close_bool_bw', 'Week', 'Promo2SinceWeek', 'Events', 'StateHoliday', 'State', 'Year', 'CompetitionMonthsOpen', 'Promo2Weeks', 'Promo_bw', 'Promo_fw', 'SchoolHoliday_fw', 'DayOfWeek', 'Store', 'SchoolHoliday_bw', 'AfterPromo', 'Min_TemperatureC', 'Min_Humidity', 'BeforeClose_bool', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Max_Humidity', 'Precipitationmm', 'BeforePromo', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'trend_DE', 'StateHoliday_bool', 'CompetitionDistance', 'Mean_TemperatureC', 'Max_TemperatureC']",0.14440138638019562,8
76,1,43,"['Week', 'Promo_bw', 'Events', 'Close_bool_fw', 'Month', 'CompetitionOpenSinceYear', 'Promo', 'SchoolHoliday_fw', 'Close_bool_bw', 'StateHoliday', 'Promo2Weeks', 'Store', 'SchoolHoliday_bw', 'Promo_fw', 'StateHoliday_bool_bw', 'CompetitionMonthsOpen', 'Day', 'StoreType', 'Year', 'StateHoliday_bool_fw', 'PromoInterval', 'Assortment', 'Promo2SinceYear', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'BeforeClose_bool', 'AfterPromo', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'Mean_TemperatureC', 'AfterClose_bool', 'AfterSchoolHoliday', 'trend_DE', 'CloudCover', 'trend', 'Min_Humidity', 'Precipitationmm', 'BeforePromo', 'Max_Humidity', 'Mean_Humidity', 'CompetitionDistance', 'Min_TemperatureC']",0.14466576278209686,6
62,5,30,"['Week', 'CompetitionMonthsOpen', 'Store', 'Promo2Weeks', 'SchoolHoliday_bw', 'Promo_fw', 'StateHoliday', 'Promo2SinceYear', 'StateHoliday_bool_fw', 'SchoolHoliday', 'CompetitionOpenSinceYear', 'Promo2SinceWeek', 'PromoInterval', 'Day', 'Promo_bw', 'AfterSchoolHoliday', 'Mean_TemperatureC', 'AfterStateHoliday_bool', 'AfterPromo', 'Max_TemperatureC', 'Mean_Humidity', 'BeforeStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'CompetitionDistance', 'AfterClose_bool', 'trend_DE', 'Precipitationmm', 'CloudCover', 'Min_TemperatureC']",0.1446973830461502,4
15,15,47,"['Promo2Weeks', 'Week', 'CompetitionMonthsOpen', 'Store', 'Close_bool_bw', 'Events', 'Assortment', 'CompetitionOpenSinceYear', 'SchoolHoliday', 'Promo_bw', 'Promo', 'Year', 'Day', 'StateHoliday_bool_bw', 'StoreType', 'Close_bool_fw', 'StateHoliday', 'State', 'Promo2SinceWeek', 'Promo_fw', 'Month', 'Promo2', 'Promo2SinceYear', 'SchoolHoliday_fw', 'PromoInterval', 'StateHoliday_bool_fw', 'AfterPromo', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'AfterStateHoliday_bool', 'AfterSchoolHoliday', 'Min_Humidity', 'Min_TemperatureC', 'Max_Humidity', 'trend_DE', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'BeforePromo', 'AfterClose_bool', 'Mean_Wind_SpeedKm_h', 'Mean_TemperatureC', 'CompetitionDistance', 'CloudCover', 'StateHoliday_bool', 'Mean_Humidity', 'BeforeSchoolHoliday', 'trend']",0.14477676153182986,0
13,13,44,"['Promo2Weeks', 'Week', 'CompetitionMonthsOpen', 'Store', 'Close_bool_bw', 'Events', 'Assortment', 'CompetitionOpenSinceYear', 'SchoolHoliday', 'Promo_bw', 'Promo', 'Year', 'Day', 'StateHoliday_bool_bw', 'StoreType', 'Close_bool_fw', 'StateHoliday', 'State', 'Promo2SinceWeek', 'Promo_fw', 'Month', 'Promo2', 'Promo2SinceYear', 'SchoolHoliday_fw', 'PromoInterval', 'StateHoliday_bool_fw', 'Mean_TemperatureC', 'Precipitationmm', 'AfterPromo', 'trend_DE', 'Mean_Humidity', 'StateHoliday_bool', 'Min_Humidity', 'BeforeStateHoliday_bool', 'AfterClose_bool', 'Mean_Wind_SpeedKm_h', 'Max_Humidity', 'BeforePromo', 'Max_Wind_SpeedKm_h', 'CompetitionDistance', 'Min_TemperatureC', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'Max_TemperatureC']",0.1448885202407837,0
12,12,44,"['Promo2Weeks', 'Week', 'CompetitionMonthsOpen', 'Store', 'Close_bool_bw', 'Events', 'Assortment', 'CompetitionOpenSinceYear', 'SchoolHoliday', 'Promo_bw', 'Promo', 'Year', 'Day', 'StateHoliday_bool_bw', 'StoreType', 'Close_bool_fw', 'StateHoliday', 'State', 'Promo2SinceWeek', 'Promo_fw', 'Month', 'Promo2', 'Promo2SinceYear', 'SchoolHoliday_fw', 'PromoInterval', 'StateHoliday_bool_fw', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Mean_TemperatureC', 'Min_Humidity', 'CloudCover', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'AfterClose_bool', 'BeforePromo', 'Min_TemperatureC', 'Max_Humidity', 'BeforeSchoolHoliday', 'CompetitionDistance', 'StateHoliday_bool', 'trend_DE', 'BeforeClose_bool', 'Precipitationmm', 'Mean_Wind_SpeedKm_h']",0.14495040476322174,0
74,8,38,"['CompetitionOpenSinceYear', 'Store', 'Events', 'Promo_fw', 'Promo_bw', 'Promo', 'Promo2SinceYear', 'StateHoliday_bool_fw', 'Month', 'StoreType', 'Close_bool_bw', 'SchoolHoliday_fw', 'Week', 'Close_bool_fw', 'SchoolHoliday_bw', 'StateHoliday', 'DayOfWeek', 'Promo2', 'Year', 'Promo2Weeks', 'StateHoliday_bool_bw', 'SchoolHoliday', 'Mean_Humidity', 'trend_DE', 'CloudCover', 'Max_Wind_SpeedKm_h', 'Mean_TemperatureC', 'trend', 'AfterPromo', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Max_TemperatureC', 'Min_TemperatureC', 'BeforeStateHoliday_bool', 'CompetitionDistance', 'Min_Humidity', 'Max_Humidity', 'BeforeClose_bool']",0.14513564109802246,5
60,3,30,"['Week', 'CompetitionMonthsOpen', 'Store', 'Promo2Weeks', 'SchoolHoliday_bw', 'Promo_fw', 'StateHoliday', 'Promo2SinceYear', 'StateHoliday_bool_fw', 'SchoolHoliday', 'CompetitionOpenSinceYear', 'Promo2SinceWeek', 'PromoInterval', 'Day', 'Promo_bw', 'Max_TemperatureC', 'trend_DE', 'Mean_TemperatureC', 'AfterPromo', 'CompetitionDistance', 'StateHoliday_bool', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'Mean_Wind_SpeedKm_h', 'trend', 'BeforeSchoolHoliday', 'AfterClose_bool', 'BeforePromo', 'Precipitationmm', 'BeforeClose_bool']",0.1453160047531128,4
103,1,38,"['Year', 'Store', 'Promo_fw', 'Assortment', 'StateHoliday', 'Close_bool_bw', 'Promo2SinceWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'PromoInterval', 'Promo2SinceYear', 'State', 'Month', 'StateHoliday_bool_fw', 'SchoolHoliday', 'SchoolHoliday_fw', 'CompetitionOpenSinceYear', 'Close_bool_fw', 'DayOfWeek', 'Min_TemperatureC', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'AfterClose_bool', 'CloudCover', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'Max_Humidity', 'CompetitionDistance', 'AfterPromo', 'trend_DE', 'BeforeClose_bool', 'Max_TemperatureC']",0.1453738808631897,9
61,4,25,"['Week', 'CompetitionMonthsOpen', 'Store', 'Promo2Weeks', 'SchoolHoliday_bw', 'Promo_fw', 'StateHoliday', 'Promo2SinceYear', 'StateHoliday_bool_fw', 'SchoolHoliday', 'CompetitionOpenSinceYear', 'Promo2SinceWeek', 'PromoInterval', 'Day', 'Promo_bw', 'AfterClose_bool', 'trend_DE', 'BeforePromo', 'Min_TemperatureC', 'Min_Humidity', 'trend', 'Max_Wind_SpeedKm_h', 'Mean_Wind_SpeedKm_h', 'CompetitionDistance', 'BeforeClose_bool']",0.14540329575538635,4
102,0,31,"['Year', 'Store', 'Promo_fw', 'Assortment', 'StateHoliday', 'Close_bool_bw', 'Promo2SinceWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'PromoInterval', 'Promo2SinceYear', 'State', 'Month', 'StateHoliday_bool_fw', 'SchoolHoliday', 'SchoolHoliday_fw', 'CompetitionOpenSinceYear', 'Close_bool_fw', 'DayOfWeek', 'BeforePromo', 'Max_TemperatureC', 'Mean_TemperatureC', 'BeforeClose_bool', 'Mean_Humidity', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterStateHoliday_bool', 'CloudCover', 'AfterPromo', 'CompetitionDistance', 'AfterSchoolHoliday']",0.14579790830612185,9
14,14,47,"['Promo2Weeks', 'Week', 'CompetitionMonthsOpen', 'Store', 'Close_bool_bw', 'Events', 'Assortment', 'CompetitionOpenSinceYear', 'SchoolHoliday', 'Promo_bw', 'Promo', 'Year', 'Day', 'StateHoliday_bool_bw', 'StoreType', 'Close_bool_fw', 'StateHoliday', 'State', 'Promo2SinceWeek', 'Promo_fw', 'Month', 'Promo2', 'Promo2SinceYear', 'SchoolHoliday_fw', 'PromoInterval', 'StateHoliday_bool_fw', 'CloudCover', 'Max_Humidity', 'Precipitationmm', 'Max_TemperatureC', 'Min_TemperatureC', 'trend', 'Mean_Humidity', 'AfterPromo', 'trend_DE', 'BeforePromo', 'Min_Humidity', 'CompetitionDistance', 'AfterSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'AfterStateHoliday_bool', 'BeforeClose_bool']",0.14579983055591586,0
72,6,33,"['CompetitionOpenSinceYear', 'Store', 'Events', 'Promo_fw', 'Promo_bw', 'Promo', 'Promo2SinceYear', 'StateHoliday_bool_fw', 'Month', 'StoreType', 'Close_bool_bw', 'SchoolHoliday_fw', 'Week', 'Close_bool_fw', 'SchoolHoliday_bw', 'StateHoliday', 'DayOfWeek', 'Promo2', 'Year', 'Promo2Weeks', 'StateHoliday_bool_bw', 'SchoolHoliday', 'Mean_TemperatureC', 'trend', 'Mean_Humidity', 'BeforePromo', 'Mean_Wind_SpeedKm_h', 'Precipitationmm', 'AfterStateHoliday_bool', 'Max_Humidity', 'CompetitionDistance', 'BeforeSchoolHoliday', 'AfterSchoolHoliday']",0.1458311229944229,5
53,5,31,"['DayOfWeek', 'Month', 'StateHoliday', 'Promo_fw', 'Close_bool_bw', 'State', 'Promo2Weeks', 'Store', 'SchoolHoliday_bw', 'CompetitionMonthsOpen', 'AfterSchoolHoliday', 'AfterPromo', 'trend_DE', 'trend', 'BeforeClose_bool', 'Mean_Humidity', 'StateHoliday_bool', 'CompetitionDistance', 'Max_Humidity', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'BeforeStateHoliday_bool', 'AfterClose_bool', 'CloudCover', 'Max_TemperatureC', 'Min_Humidity', 'BeforeSchoolHoliday', 'Min_TemperatureC']",0.14669091999530792,3
31,1,39,"['Week', 'Close_bool_fw', 'Promo2SinceYear', 'CompetitionOpenSinceYear', 'StateHoliday_bool_bw', 'StateHoliday', 'Promo2SinceWeek', 'SchoolHoliday', 'DayOfWeek', 'Assortment', 'Promo', 'PromoInterval', 'StateHoliday_bool_fw', 'Month', 'SchoolHoliday_fw', 'Promo2Weeks', 'Promo_fw', 'Promo_bw', 'Store', 'Events', 'Close_bool_bw', 'CompetitionMonthsOpen', 'StoreType', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'CloudCover', 'Mean_Humidity', 'trend', 'Min_Humidity', 'StateHoliday_bool', 'Max_TemperatureC', 'Min_TemperatureC', 'BeforeStateHoliday_bool', 'AfterPromo', 'trend_DE', 'AfterClose_bool', 'AfterSchoolHoliday', 'BeforeClose_bool', 'BeforePromo']",0.14672072231769562,1
73,7,39,"['CompetitionOpenSinceYear', 'Store', 'Events', 'Promo_fw', 'Promo_bw', 'Promo', 'Promo2SinceYear', 'StateHoliday_bool_fw', 'Month', 'StoreType', 'Close_bool_bw', 'SchoolHoliday_fw', 'Week', 'Close_bool_fw', 'SchoolHoliday_bw', 'StateHoliday', 'DayOfWeek', 'Promo2', 'Year', 'Promo2Weeks', 'StateHoliday_bool_bw', 'SchoolHoliday', 'BeforeClose_bool', 'Max_TemperatureC', 'trend', 'Min_TemperatureC', 'CompetitionDistance', 'Max_Humidity', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'CloudCover', 'AfterStateHoliday_bool', 'trend_DE', 'BeforePromo', 'StateHoliday_bool', 'Max_Wind_SpeedKm_h']",0.1469183713197708,5
45,6,41,"['Year', 'PromoInterval', 'Promo', 'Week', 'StateHoliday', 'Promo_fw', 'StateHoliday_bool_bw', 'Promo_bw', 'Close_bool_bw', 'Month', 'Promo2SinceYear', 'DayOfWeek', 'Close_bool_fw', 'Assortment', 'SchoolHoliday', 'SchoolHoliday_bw', 'State', 'Promo2SinceWeek', 'Day', 'Events', 'Promo2Weeks', 'CompetitionOpenSinceYear', 'StoreType', 'StateHoliday_bool_fw', 'Store', 'Promo2', 'trend_DE', 'Max_TemperatureC', 'BeforeSchoolHoliday', 'trend', 'Max_Humidity', 'AfterStateHoliday_bool', 'Min_TemperatureC', 'Max_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'Min_Humidity', 'CloudCover', 'AfterClose_bool', 'Mean_TemperatureC', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h']",0.14725926518440247,2
