,Unnamed: 0,Cantidad de caracter√≠sticas,Caracteristicas modelo,Puntaje (Sales_rmspe),Num_Corrida
40,1,34,"['Store', 'Promo_bw', 'CompetitionMonthsOpen', 'Promo2SinceYear', 'Promo', 'StateHoliday', 'StateHoliday_bool_fw', 'Close_bool_fw', 'Assortment', 'Promo2SinceWeek', 'Promo_fw', 'Year', 'Day', 'Promo2', 'SchoolHoliday_fw', 'Promo2Weeks', 'State', 'Events', 'SchoolHoliday', 'PromoInterval', 'AfterSchoolHoliday', 'Mean_Humidity', 'CloudCover', 'BeforePromo', 'Min_Humidity', 'Max_Humidity', 'BeforeClose_bool', 'trend', 'CompetitionDistance', 'AfterPromo', 'BeforeSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'AfterStateHoliday_bool']",0.16190285980701447,2
119,8,29,"['StateHoliday_bool_fw', 'Store', 'SchoolHoliday_fw', 'CompetitionMonthsOpen', 'Promo_bw', 'Promo2', 'Promo', 'State', 'Close_bool_fw', 'Promo2Weeks', 'PromoInterval', 'Week', 'Promo2SinceYear', 'StoreType', 'SchoolHoliday_bw', 'AfterClose_bool', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'Mean_Humidity', 'BeforePromo', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'CloudCover', 'AfterSchoolHoliday', 'Min_TemperatureC', 'Min_Humidity', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h']",0.16215196251869202,10
6,6,26,"['Store', 'CompetitionOpenSinceYear', 'StateHoliday', 'Promo_fw', 'Events', 'Promo2SinceYear', 'Promo2SinceWeek', 'StoreType', 'SchoolHoliday_fw', 'State', 'Day', 'Close_bool_fw', 'StateHoliday_bool_fw', 'Close_bool_bw', 'Min_TemperatureC', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'Mean_Humidity', 'AfterPromo', 'Max_Wind_SpeedKm_h', 'Mean_TemperatureC', 'StateHoliday_bool', 'AfterSchoolHoliday', 'CloudCover', 'BeforeSchoolHoliday', 'Max_Humidity']",0.16267456114292145,0
0,0,32,"['Store', 'CompetitionOpenSinceYear', 'StateHoliday', 'Promo_fw', 'Events', 'Promo2SinceYear', 'Promo2SinceWeek', 'StoreType', 'SchoolHoliday_fw', 'State', 'Day', 'Close_bool_fw', 'StateHoliday_bool_fw', 'Close_bool_bw', 'BeforeSchoolHoliday', 'Max_TemperatureC', 'trend_DE', 'AfterPromo', 'Mean_Wind_SpeedKm_h', 'CompetitionDistance', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Min_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeClose_bool', 'Mean_TemperatureC', 'CloudCover', 'StateHoliday_bool', 'BeforePromo', 'AfterStateHoliday_bool', 'trend', 'Max_Humidity']",0.16462399065494535,0
116,5,27,"['SchoolHoliday_bw', 'CompetitionMonthsOpen', 'PromoInterval', 'SchoolHoliday', 'Promo2SinceWeek', 'State', 'Year', 'StateHoliday_bool_fw', 'CompetitionOpenSinceYear', 'Promo2SinceYear', 'Store', 'Month', 'StateHoliday', 'AfterClose_bool', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'Mean_Humidity', 'BeforePromo', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'CloudCover', 'AfterSchoolHoliday', 'Min_TemperatureC', 'Min_Humidity', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h']",0.17013315856456754,10
114,3,31,"['SchoolHoliday_bw', 'CompetitionMonthsOpen', 'PromoInterval', 'SchoolHoliday', 'Promo2SinceWeek', 'State', 'Year', 'StateHoliday_bool_fw', 'CompetitionOpenSinceYear', 'Promo2SinceYear', 'Store', 'Month', 'StateHoliday', 'Min_Humidity', 'StateHoliday_bool', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'Mean_Humidity', 'Max_Humidity', 'BeforeStateHoliday_bool', 'trend', 'Max_TemperatureC', 'BeforeSchoolHoliday', 'Precipitationmm', 'AfterPromo', 'BeforeClose_bool', 'Mean_TemperatureC', 'AfterSchoolHoliday', 'trend_DE', 'Min_TemperatureC']",0.1742328554391861,10
115,4,31,"['SchoolHoliday_bw', 'CompetitionMonthsOpen', 'PromoInterval', 'SchoolHoliday', 'Promo2SinceWeek', 'State', 'Year', 'StateHoliday_bool_fw', 'CompetitionOpenSinceYear', 'Promo2SinceYear', 'Store', 'Month', 'StateHoliday', 'Mean_Humidity', 'Precipitationmm', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend_DE', 'StateHoliday_bool', 'AfterPromo', 'BeforePromo', 'CompetitionDistance', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'Min_Humidity', 'BeforeStateHoliday_bool', 'AfterStateHoliday_bool', 'Mean_TemperatureC', 'CloudCover', 'Mean_Wind_SpeedKm_h', 'Max_Humidity']",0.18845023214817047,10
1,1,28,"['Store', 'CompetitionOpenSinceYear', 'StateHoliday', 'Promo_fw', 'Events', 'Promo2SinceYear', 'Promo2SinceWeek', 'StoreType', 'SchoolHoliday_fw', 'State', 'Day', 'Close_bool_fw', 'StateHoliday_bool_fw', 'Close_bool_bw', 'AfterClose_bool', 'BeforeSchoolHoliday', 'AfterStateHoliday_bool', 'StateHoliday_bool', 'Min_Humidity', 'CompetitionDistance', 'CloudCover', 'trend', 'AfterSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Precipitationmm', 'Mean_TemperatureC']",0.22581446170806885,0
58,1,35,"['Day', 'Assortment', 'Promo_fw', 'SchoolHoliday', 'Week', 'PromoInterval', 'Close_bool_fw', 'Month', 'CompetitionOpenSinceYear', 'Promo2Weeks', 'Events', 'Promo2SinceWeek', 'SchoolHoliday_fw', 'Close_bool_bw', 'StateHoliday_bool_bw', 'State', 'Promo2', 'CompetitionMonthsOpen', 'Promo_bw', 'StoreType', 'Year', 'SchoolHoliday_bw', 'DayOfWeek', 'Promo', 'Promo2SinceYear', 'AfterClose_bool', 'trend_DE', 'BeforePromo', 'Min_TemperatureC', 'Min_Humidity', 'trend', 'Max_Wind_SpeedKm_h', 'Mean_Wind_SpeedKm_h', 'CompetitionDistance', 'BeforeClose_bool']",0.2828459441661835,4
131,2,35,"['Promo_bw', 'Day', 'SchoolHoliday', 'Events', 'State', 'StoreType', 'Promo2Weeks', 'Close_bool_bw', 'PromoInterval', 'SchoolHoliday_fw', 'Promo2SinceWeek', 'SchoolHoliday_bw', 'Promo2', 'Week', 'CompetitionMonthsOpen', 'StateHoliday', 'Promo_fw', 'Month', 'Promo', 'CompetitionOpenSinceYear', 'StateHoliday_bool_fw', 'Max_Humidity', 'AfterPromo', 'BeforeSchoolHoliday', 'CompetitionDistance', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Max_TemperatureC', 'Precipitationmm', 'AfterClose_bool', 'BeforePromo', 'trend_DE', 'Max_Wind_SpeedKm_h']",0.3007111251354217,12
59,2,40,"['Day', 'Assortment', 'Promo_fw', 'SchoolHoliday', 'Week', 'PromoInterval', 'Close_bool_fw', 'Month', 'CompetitionOpenSinceYear', 'Promo2Weeks', 'Events', 'Promo2SinceWeek', 'SchoolHoliday_fw', 'Close_bool_bw', 'StateHoliday_bool_bw', 'State', 'Promo2', 'CompetitionMonthsOpen', 'Promo_bw', 'StoreType', 'Year', 'SchoolHoliday_bw', 'DayOfWeek', 'Promo', 'Promo2SinceYear', 'AfterSchoolHoliday', 'Mean_TemperatureC', 'AfterStateHoliday_bool', 'AfterPromo', 'Max_TemperatureC', 'Mean_Humidity', 'BeforeStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'CompetitionDistance', 'AfterClose_bool', 'trend_DE', 'Precipitationmm', 'CloudCover', 'Min_TemperatureC']",0.3008155822753906,4
57,0,40,"['Day', 'Assortment', 'Promo_fw', 'SchoolHoliday', 'Week', 'PromoInterval', 'Close_bool_fw', 'Month', 'CompetitionOpenSinceYear', 'Promo2Weeks', 'Events', 'Promo2SinceWeek', 'SchoolHoliday_fw', 'Close_bool_bw', 'StateHoliday_bool_bw', 'State', 'Promo2', 'CompetitionMonthsOpen', 'Promo_bw', 'StoreType', 'Year', 'SchoolHoliday_bw', 'DayOfWeek', 'Promo', 'Promo2SinceYear', 'Max_TemperatureC', 'trend_DE', 'Mean_TemperatureC', 'AfterPromo', 'CompetitionDistance', 'StateHoliday_bool', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'Mean_Wind_SpeedKm_h', 'trend', 'BeforeSchoolHoliday', 'AfterClose_bool', 'BeforePromo', 'Precipitationmm', 'BeforeClose_bool']",0.3138626217842102,4
22,22,36,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Mean_TemperatureC', 'Min_Humidity', 'CloudCover', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'AfterClose_bool', 'BeforePromo', 'Min_TemperatureC', 'Max_Humidity', 'BeforeSchoolHoliday', 'CompetitionDistance', 'StateHoliday_bool', 'trend_DE', 'BeforeClose_bool', 'Precipitationmm', 'Mean_Wind_SpeedKm_h']",0.3141858279705048,0
26,26,30,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'Min_TemperatureC', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'Mean_Humidity', 'AfterPromo', 'Max_Wind_SpeedKm_h', 'Mean_TemperatureC', 'StateHoliday_bool', 'AfterSchoolHoliday', 'CloudCover', 'BeforeSchoolHoliday', 'Max_Humidity']",0.3186227381229401,0
23,23,36,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'Mean_TemperatureC', 'Precipitationmm', 'AfterPromo', 'trend_DE', 'Mean_Humidity', 'StateHoliday_bool', 'Min_Humidity', 'BeforeStateHoliday_bool', 'AfterClose_bool', 'Mean_Wind_SpeedKm_h', 'Max_Humidity', 'BeforePromo', 'Max_Wind_SpeedKm_h', 'CompetitionDistance', 'Min_TemperatureC', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'Max_TemperatureC']",0.3203822672367096,0
21,21,32,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'AfterClose_bool', 'BeforeSchoolHoliday', 'AfterStateHoliday_bool', 'StateHoliday_bool', 'Min_Humidity', 'CompetitionDistance', 'CloudCover', 'trend', 'AfterSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Precipitationmm', 'Mean_TemperatureC']",0.3293557167053223,0
50,2,43,"['SchoolHoliday', 'Promo2Weeks', 'StateHoliday_bool_fw', 'Promo', 'Promo2', 'DayOfWeek', 'Close_bool_fw', 'StateHoliday', 'Month', 'Year', 'StateHoliday_bool_bw', 'SchoolHoliday_fw', 'StoreType', 'Promo_bw', 'Assortment', 'Day', 'PromoInterval', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Week', 'AfterSchoolHoliday', 'AfterPromo', 'trend_DE', 'trend', 'BeforeClose_bool', 'Mean_Humidity', 'StateHoliday_bool', 'CompetitionDistance', 'Max_Humidity', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'BeforeStateHoliday_bool', 'AfterClose_bool', 'CloudCover', 'Max_TemperatureC', 'Min_Humidity', 'BeforeSchoolHoliday', 'Min_TemperatureC']",0.3308442831039429,3
24,24,39,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'CloudCover', 'Max_Humidity', 'Precipitationmm', 'Max_TemperatureC', 'Min_TemperatureC', 'trend', 'Mean_Humidity', 'AfterPromo', 'trend_DE', 'BeforePromo', 'Min_Humidity', 'CompetitionDistance', 'AfterSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'AfterStateHoliday_bool', 'BeforeClose_bool']",0.33134740591049194,0
28,28,28,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'Precipitationmm', 'Min_Humidity', 'Max_Wind_SpeedKm_h', 'CloudCover', 'CompetitionDistance', 'BeforePromo', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'AfterPromo', 'Min_TemperatureC']",0.3317486047744751,0
25,25,39,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'AfterPromo', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'AfterStateHoliday_bool', 'AfterSchoolHoliday', 'Min_Humidity', 'Min_TemperatureC', 'Max_Humidity', 'trend_DE', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'BeforePromo', 'AfterClose_bool', 'Mean_Wind_SpeedKm_h', 'Mean_TemperatureC', 'CompetitionDistance', 'CloudCover', 'StateHoliday_bool', 'Mean_Humidity', 'BeforeSchoolHoliday', 'trend']",0.3378015160560608,0
27,27,28,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'trend_DE', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'Max_Humidity', 'Min_TemperatureC', 'trend', 'Precipitationmm', 'Min_Humidity', 'BeforeSchoolHoliday', 'StateHoliday_bool']",0.3444453179836273,0
130,1,33,"['Promo_bw', 'Day', 'SchoolHoliday', 'Events', 'State', 'StoreType', 'Promo2Weeks', 'Close_bool_bw', 'PromoInterval', 'SchoolHoliday_fw', 'Promo2SinceWeek', 'SchoolHoliday_bw', 'Promo2', 'Week', 'CompetitionMonthsOpen', 'StateHoliday', 'Promo_fw', 'Month', 'Promo', 'CompetitionOpenSinceYear', 'StateHoliday_bool_fw', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Precipitationmm', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'trend_DE', 'Min_Humidity', 'CloudCover', 'CompetitionDistance', 'Mean_Wind_SpeedKm_h']",0.3476231396198273,12
29,29,36,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'Precipitationmm', 'AfterPromo', 'AfterStateHoliday_bool', 'Min_TemperatureC', 'Max_Humidity', 'trend_DE', 'BeforePromo', 'Mean_Humidity', 'Min_Humidity', 'CloudCover', 'Max_Wind_SpeedKm_h', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'trend', 'StateHoliday_bool', 'Max_TemperatureC']",0.3482958674430847,0
67,1,36,"['DayOfWeek', 'Promo2Weeks', 'SchoolHoliday', 'Week', 'Assortment', 'SchoolHoliday_bw', 'Promo', 'Day', 'StateHoliday_bool_fw', 'StoreType', 'Close_bool_fw', 'Promo2SinceYear', 'Promo2', 'Year', 'CompetitionOpenSinceYear', 'Events', 'StateHoliday_bool_bw', 'StateHoliday', 'CompetitionMonthsOpen', 'BeforeClose_bool', 'Max_TemperatureC', 'trend', 'Min_TemperatureC', 'CompetitionDistance', 'Max_Humidity', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'CloudCover', 'AfterStateHoliday_bool', 'trend_DE', 'BeforePromo', 'StateHoliday_bool', 'Max_Wind_SpeedKm_h']",0.3547447919845581,5
66,0,30,"['DayOfWeek', 'Promo2Weeks', 'SchoolHoliday', 'Week', 'Assortment', 'SchoolHoliday_bw', 'Promo', 'Day', 'StateHoliday_bool_fw', 'StoreType', 'Close_bool_fw', 'Promo2SinceYear', 'Promo2', 'Year', 'CompetitionOpenSinceYear', 'Events', 'StateHoliday_bool_bw', 'StateHoliday', 'CompetitionMonthsOpen', 'Mean_TemperatureC', 'trend', 'Mean_Humidity', 'BeforePromo', 'Mean_Wind_SpeedKm_h', 'Precipitationmm', 'AfterStateHoliday_bool', 'Max_Humidity', 'CompetitionDistance', 'BeforeSchoolHoliday', 'AfterSchoolHoliday']",0.3596388101577759,5
101,8,38,"['PromoInterval', 'Events', 'StateHoliday_bool_bw', 'SchoolHoliday_bw', 'Promo_bw', 'Promo_fw', 'Day', 'SchoolHoliday_fw', 'Promo2SinceYear', 'Promo2SinceWeek', 'SchoolHoliday', 'Year', 'Promo2', 'Close_bool_bw', 'StateHoliday', 'Assortment', 'State', 'Month', 'Min_TemperatureC', 'BeforeClose_bool', 'BeforeStateHoliday_bool', 'BeforeSchoolHoliday', 'CompetitionDistance', 'trend', 'StateHoliday_bool', 'AfterSchoolHoliday', 'Precipitationmm', 'AfterPromo', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Min_Humidity', 'AfterStateHoliday_bool', 'BeforePromo', 'Mean_Wind_SpeedKm_h', 'trend_DE', 'Max_Humidity', 'AfterClose_bool', 'Mean_TemperatureC']",0.36177724599838257,8
68,2,35,"['DayOfWeek', 'Promo2Weeks', 'SchoolHoliday', 'Week', 'Assortment', 'SchoolHoliday_bw', 'Promo', 'Day', 'StateHoliday_bool_fw', 'StoreType', 'Close_bool_fw', 'Promo2SinceYear', 'Promo2', 'Year', 'CompetitionOpenSinceYear', 'Events', 'StateHoliday_bool_bw', 'StateHoliday', 'CompetitionMonthsOpen', 'Mean_Humidity', 'trend_DE', 'CloudCover', 'Max_Wind_SpeedKm_h', 'Mean_TemperatureC', 'trend', 'AfterPromo', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Max_TemperatureC', 'Min_TemperatureC', 'BeforeStateHoliday_bool', 'CompetitionDistance', 'Min_Humidity', 'Max_Humidity', 'BeforeClose_bool']",0.3619218170642853,5
49,1,40,"['SchoolHoliday', 'Promo2Weeks', 'StateHoliday_bool_fw', 'Promo', 'Promo2', 'DayOfWeek', 'Close_bool_fw', 'StateHoliday', 'Month', 'Year', 'StateHoliday_bool_bw', 'SchoolHoliday_fw', 'StoreType', 'Promo_bw', 'Assortment', 'Day', 'PromoInterval', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Week', 'trend_DE', 'Min_TemperatureC', 'CompetitionDistance', 'Precipitationmm', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'Mean_TemperatureC', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'Min_Humidity', 'BeforePromo', 'CloudCover', 'Mean_Humidity', 'BeforeSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'Max_Humidity', 'AfterSchoolHoliday']",0.3670577704906464,3
